number_of_rooms,Price,Floor,area,Total_Floor,residential_complex,house_type,year_of_building,Ceiling,bathroom_unit,furniture
1-комнатная квартира,3200000.0,1.0,14.1,2.0,,,,,совмещенный,частично меблирована
2-комнатная квартира,17500000.0,10.0,65.0,10.0,Теремки,монолитный,2021,2.7,2 с/у и более,пустая
2-комнатная квартира,19800000.0,5.0,71.0,10.0,Теремки,монолитный,2021,2.7,2 с/у и более,пустая
1-комнатная квартира,13500000.0,3.0,47.0,10.0,Теремки,монолитный,2021,2.7,совмещенный,пустая
1-комнатная квартира,13500000.0,2.0,47.0,10.0,Теремки,монолитный,2021,2.7,совмещенный,пустая
3-комнатная квартира,29500000.0,6.0,76.0,9.0,,монолитный,2014,,,
1-комнатная квартира,21400000.0,2.0,67.0,3.0,,,1983,,,
1-комнатная квартира,9800000.0,2.0,36.0,2.0,,,1967,,совмещенный,
3-комнатная квартира,19500000.0,3.0,58.0,3.0,,,1982,,раздельный,
3-комнатная квартира,13500000.0,1.0,53.0,2.0,,,,,раздельный,
3-комнатная квартира,15500000.0,1.0,59.0,2.0,,,,,раздельный,
2-комнатная квартира,24500000.0,1.0,63.0,9.0,,,2015,,раздельный,
3-комнатная квартира,19500000.0,5.0,63.0,5.0,,,1990,,,
3-комнатная квартира,28500000.0,6.0,85.0,9.0,,монолитный,2015,,,
1-комнатная квартира,13500000.0,3.0,37.0,3.0,,,1968,,,
2-комнатная квартира,21000000.0,4.0,66.0,5.0,,,2017,,раздельный,
2-комнатная квартира,27500000.0,6.0,66.9,12.0,Радужный берег,монолитный,2016,2.8,совмещенный,частично меблирована
3-комнатная квартира,27000000.0,3.0,67.0,5.0,,,1987,2.8,раздельный,частично меблирована
1-комнатная квартира,11200000.0,5.0,31.0,5.0,,,1980,2.7,совмещенный,пустая
2-комнатная квартира,19000000.0,5.0,52.4,5.0,,,,2.7,раздельный,
3-комнатная квартира,23700000.0,1.0,69.0,2.0,,,1954,,совмещенный,
3-комнатная квартира,27500000.0,1.0,77.0,6.0,,,2007,2.8,раздельный,
3-комнатная квартира,17000000.0,1.0,50.0,3.0,,,,3.0,совмещенный,частично меблирована
1-комнатная квартира,12300000.0,3.0,30.0,3.0,,,1964,,совмещенный,
4-комнатная квартира,25000000.0,5.0,95.0,6.0,,,1978,2.8,2 с/у и более,
3-комнатная квартира,23000000.0,2.0,84.0,2.0,,,1963,3.0,совмещенный,
2-комнатная квартира,15000000.0,1.0,50.6,5.0,,,1984,,раздельный,пустая
2-комнатная квартира,15700000.0,3.0,42.0,3.0,,,1971,2.8,совмещенный,полностью меблирована
1-комнатная квартира,9400000.0,10.0,28.3,10.0,Теремки,монолитный,2021,2.7,совмещенный,
1-комнатная квартира,16500000.0,2.0,37.0,5.0,,,1987,2.8,совмещенный,полностью меблирована
2-комнатная квартира,19300000.0,2.0,50.0,4.0,,,1986,2.8,раздельный,частично меблирована
2-комнатная квартира,16500000.0,1.0,50.0,2.0,,,1954,3.0,раздельный,
2-комнатная квартира,14800000.0,2.0,42.0,3.0,,,1965,,совмещенный,частично меблирована
2-комнатная квартира,18940000.0,4.0,51.0,4.0,,,1980,2.8,раздельный,полностью меблирована
2-комнатная квартира,26500000.0,1.0,42.0,5.0,,,1985,,совмещенный,
2-комнатная квартира,27200000.0,5.0,42.0,5.0,,,1985,,совмещенный,
1-комнатная квартира,14700000.0,2.0,38.9,6.0,,,2008,2.8,совмещенный,частично меблирована
2-комнатная квартира,26000000.0,4.0,42.0,5.0,,,1985,,совмещенный,
4-комнатная квартира,29000000.0,3.0,97.0,5.0,,,1989,2.8,раздельный,пустая
2-комнатная квартира,9200000.0,2.0,43.0,2.0,,,,,совмещенный,
1-комнатная квартира,13999999.0,4.0,40.0,5.0,,,2017,,совмещенный,
2-комнатная квартира,20000000.0,3.0,51.0,3.0,,,1984,,раздельный,полностью меблирована
2-комнатная квартира,18300000.0,3.0,52.0,3.0,,кирпичный,1983,2.8,раздельный,
3-комнатная квартира,30000000.0,2.0,80.0,5.0,,,1994,,раздельный,полностью меблирована
2-комнатная квартира,17100000.0,2.0,43.1,3.0,,,,2.65,совмещенный,частично меблирована
3-комнатная квартира,25000000.0,2.0,63.5,2.0,,,1977,3.0,раздельный,частично меблирована
1-комнатная квартира,14500000.0,4.0,33.0,4.0,,,1979,2.6,совмещенный,частично меблирована
1-комнатная квартира,18000000.0,5.0,40.0,5.0,,,2013,2.7,раздельный,
2-комнатная квартира,12000000.0,2.0,36.1,2.0,,,1961,,совмещенный,частично меблирована
2-комнатная квартира,15500000.0,1.0,45.0,2.0,,,1956,3.0,совмещенный,полностью меблирована
2-комнатная квартира,21000000.0,1.0,50.4,3.0,,,1983,,раздельный,
3-комнатная квартира,29500000.0,1.0,69.3,4.0,,,1994,2.7,раздельный,частично меблирована
3-комнатная квартира,26000000.0,1.0,70.0,3.0,,,1982,,,
2-комнатная квартира,18000000.0,4.0,54.0,5.0,,,1987,,раздельный,частично меблирована
1-комнатная квартира,17000000.0,4.0,34.0,5.0,,,2015,2.7,совмещенный,полностью меблирована
3-комнатная квартира,20500000.0,1.0,62.5,2.0,,,1954,2.85,,
2-комнатная квартира,21000000.0,2.0,60.0,5.0,,,,,раздельный,полностью меблирована
1-комнатная квартира,15000000.0,7.0,41.0,9.0,,,2021,2.8,совмещенный,
3-комнатная квартира,28900000.0,6.0,70.0,9.0,,,2021,2.8,раздельный,
2-комнатная квартира,21500000.0,5.0,51.0,5.0,,,1988,,раздельный,частично меблирована
1-комнатная квартира,14000000.0,3.0,34.0,3.0,,,1984,2.7,совмещенный,частично меблирована
1-комнатная квартира,14500000.0,2.0,34.0,5.0,По Спасской,кирпичный,1989,2.8,совмещенный,частично меблирована
3-комнатная квартира,27000000.0,1.0,85.0,2.0,,,1955,2.8,раздельный,
1-комнатная квартира,14000000.0,1.0,31.8,1.0,,,1985,2.5,совмещенный,полностью меблирована
1-комнатная квартира,8000000.0,3.0,28.0,3.0,,,1957,,,
2-комнатная квартира,22000000.0,2.0,43.0,3.0,,,1964,2.7,совмещенный,частично меблирована
1-комнатная квартира,12000000.0,3.0,39.0,5.0,,,1987,,раздельный,
2-комнатная квартира,15500000.0,1.0,44.2,5.0,,,1984,,совмещенный,частично меблирована
2-комнатная квартира,21000000.0,1.0,47.0,4.0,,,1985,,раздельный,частично меблирована
2-комнатная квартира,23000000.0,2.0,44.0,3.0,,,1964,2.7,совмещенный,частично меблирована
2-комнатная квартира,28000000.0,3.0,50.5,3.0,,кирпичный,1981,2.7,раздельный,частично меблирована
1-комнатная квартира,16000000.0,5.0,36.2,5.0,,,1998,2.7,совмещенный,частично меблирована
1-комнатная квартира,19200000.0,3.0,43.0,9.0,,,2016,2.8,совмещенный,частично меблирована
1-комнатная квартира,15000000.0,4.0,39.0,5.0,,,2017,,,полностью меблирована
1-комнатная квартира,5800000.0,1.0,16.0,4.0,,,1973,3.0,раздельный,частично меблирована
4-комнатная квартира,32000000.0,4.0,84.0,5.0,,,1990,,раздельный,частично меблирована
2-комнатная квартира,16500000.0,3.0,43.0,5.0,,,1991,2.8,раздельный,частично меблирована
2-комнатная квартира,12500000.0,2.0,48.0,2.0,,,,2.8,раздельный,пустая
1-комнатная квартира,5000000.0,2.0,19.2,2.0,,,,2.5,,частично меблирована
2-комнатная квартира,19999999.0,4.0,51.0,5.0,,,1992,2.5,,
2-комнатная квартира,10000000.0,1.0,39.0,1.0,,,1960,4.0,совмещенный,частично меблирована
3-комнатная квартира,25300000.0,9.0,84.0,9.0,,,,2.8,,
3-комнатная квартира,14000000.0,1.0,61.0,1.0,,,1982,3.0,раздельный,
3-комнатная квартира,26500000.0,2.0,77.0,5.0,,,2006,,раздельный,частично меблирована
2-комнатная квартира,23000000.0,3.0,66.0,5.0,,,2017,,раздельный,частично меблирована
1-комнатная квартира,14000000.0,1.0,38.5,8.0,,монолитный,2008,3.0,совмещенный,
1-комнатная квартира,15500000.0,5.0,47.3,9.0,Теремки,монолитный,2021,2.7,,
3-комнатная квартира,18000000.0,3.0,64.0,4.0,,,1976,,,
2-комнатная квартира,24000000.0,1.0,67.4,7.0,Suly’ Tan,монолитный,2021,2.8,совмещенный,
2-комнатная квартира,13900000.0,4.0,47.0,10.0,Теремки,монолитный,2021,2.7,,
1-комнатная квартира,3500000.0,1.0,14.0,2.0,,,,,совмещенный,
1-комнатная квартира,15800000.0,1.0,34.5,3.0,,,1982,2.8,совмещенный,частично меблирована
2-комнатная квартира,18600000.0,1.0,43.8,5.0,,,1989,2.8,раздельный,частично меблирована
1-комнатная квартира,3800000.0,1.0,18.0,5.0,,,2010,2.8,раздельный,полностью меблирована
1-комнатная квартира,15500000.0,3.0,40.0,5.0,,кирпичный,2018,,совмещенный,полностью меблирована
2-комнатная квартира,12000000.0,2.0,40.0,3.0,,,1960,3.0,совмещенный,полностью меблирована
2-комнатная квартира,21000000.0,4.0,49.5,5.0,,,2017,2.6,совмещенный,частично меблирована
2-комнатная квартира,19300000.0,3.0,45.0,4.0,,,1971,,раздельный,
3-комнатная квартира,35000000.0,6.0,92.0,9.0,,,,2.7,раздельный,частично меблирована
3-комнатная квартира,25000000.0,7.0,70.71,9.0,PARASAT,монолитный,2022,2.7,раздельный,
1-комнатная квартира,14900000.0,1.0,32.9,3.0,,,1983,2.7,совмещенный,частично меблирована
2-комнатная квартира,21000000.0,3.0,47.0,4.0,,,1969,2.7,совмещенный,полностью меблирована
3-комнатная квартира,22000000.0,1.0,68.0,5.0,,,1978,3.0,раздельный,
1-комнатная квартира,10600000.0,1.0,47.0,4.0,,,1983,2.7,раздельный,полностью меблирована
1-комнатная квартира,5900000.0,1.0,19.0,2.0,,,1972,2.8,раздельный,полностью меблирована
2-комнатная квартира,24400000.0,4.0,65.0,5.0,,,2018,,раздельный,полностью меблирована
1-комнатная квартира,15300000.0,5.0,34.0,5.0,,,1988,,совмещенный,полностью меблирована
2-комнатная квартира,26500000.0,3.0,65.0,6.0,,,2009,2.7,раздельный,частично меблирована
2-комнатная квартира,26500000.0,3.0,40.0,5.0,,,1988,2.8,раздельный,полностью меблирована
2-комнатная квартира,20000000.0,4.0,52.2,5.0,,,1997,2.75,раздельный,частично меблирована
3-комнатная квартира,28000000.0,3.0,63.3,3.0,,,1977,2.8,раздельный,
3-комнатная квартира,44900000.0,4.0,77.0,5.0,,,2005,3.0,раздельный,частично меблирована
2-комнатная квартира,21500000.0,3.0,52.0,5.0,,,1986,2.7,раздельный,полностью меблирована
2-комнатная квартира,27000000.0,5.0,42.0,5.0,,,1985,,совмещенный,
3-комнатная квартира,28000000.0,3.0,64.0,5.0,,,1986,,раздельный,
1-комнатная квартира,8500000.0,1.0,30.0,2.0,,,1961,2.8,совмещенный,частично меблирована
3-комнатная квартира,24000000.0,2.0,65.6,12.0,Радужный берег,,2016,2.8,совмещенный,
3-комнатная квартира,19000000.0,3.0,57.0,4.0,,,1963,2.5,совмещенный,частично меблирована
2-комнатная квартира,19500000.0,5.0,49.0,5.0,,,1983,,раздельный,
4-комнатная квартира,28000000.0,3.0,81.7,5.0,,,1990,,раздельный,полностью меблирована
2-комнатная квартира,17000000.0,1.0,44.3,5.0,,,1989,2.8,раздельный,частично меблирована
2-комнатная квартира,21500000.0,2.0,55.0,5.0,,,1989,,,
1-комнатная квартира,5500000.0,2.0,24.0,2.0,,,1969,2.8,,частично меблирована
1-комнатная квартира,14000000.0,2.0,33.5,3.0,,,1981,,совмещенный,полностью меблирована
2-комнатная квартира,18000000.0,1.0,42.2,3.0,,,1998,,совмещенный,
3-комнатная квартира,24000000.0,2.0,62.0,4.0,,,1970,2.5,раздельный,
2-комнатная квартира,18000000.0,5.0,50.8,5.0,,,1983,2.8,раздельный,
3-комнатная квартира,31000000.0,9.0,92.4,9.0,НИКО на Сейфуллина - Физкультурной,монолитный,2006,2.75,раздельный,
2-комнатная квартира,19000000.0,1.0,47.0,4.0,,,1973,,раздельный,частично меблирована
1-комнатная квартира,15800000.0,3.0,35.0,3.0,,,1981,,,
1-комнатная квартира,12400000.0,3.0,37.0,5.0,,,1987,,совмещенный,
1-комнатная квартира,12400000.0,3.0,38.0,5.0,,,1987,,совмещенный,
2-комнатная квартира,23500000.0,3.0,48.5,4.0,,,1968,2.8,раздельный,частично меблирована
1-комнатная квартира,17500000.0,5.0,41.0,6.0,,,2009,2.7,совмещенный,полностью меблирована
1-комнатная квартира,16500000.0,3.0,35.0,5.0,,,2015,,совмещенный,частично меблирована
1-комнатная квартира,9700000.0,10.0,28.0,10.0,Теремки,монолитный,2021,,,
2-комнатная квартира,11000000.0,1.0,45.7,2.0,,,,,совмещенный,
2-комнатная квартира,11000000.0,2.0,36.0,2.0,,,,3.0,совмещенный,пустая
3-комнатная квартира,17000000.0,1.0,65.0,2.0,,,1954,3.2,совмещенный,частично меблирована
2-комнатная квартира,27500000.0,2.0,54.5,5.0,,,2015,2.7,совмещенный,полностью меблирована
3-комнатная квартира,19500000.0,2.0,72.6,2.0,,,1947,3.0,совмещенный,полностью меблирована
3-комнатная квартира,21500000.0,6.0,70.0,6.0,,монолитный,2008,,,
1-комнатная квартира,12000000.0,1.0,17.8,2.0,,,,2.8,совмещенный,пустая
2-комнатная квартира,18500000.0,1.0,45.0,3.0,,,1965,,совмещенный,полностью меблирована
1-комнатная квартира,15000000.0,5.0,42.3,5.0,,,,,,
1-комнатная квартира,20000000.0,9.0,46.0,9.0,,,2016,2.75,совмещенный,полностью меблирована
3-комнатная квартира,17000000.0,2.0,61.0,3.0,,,1977,,раздельный,
2-комнатная квартира,9300000.0,1.0,38.0,2.0,,,,,совмещенный,
2-комнатная квартира,20000000.0,4.0,53.4,5.0,,,,2.7,раздельный,частично меблирована
1-комнатная квартира,15400000.0,4.0,44.0,5.0,,,2017,,совмещенный,пустая
2-комнатная квартира,25000000.0,5.0,60.0,6.0,,,2009,,раздельный,
2-комнатная квартира,14500000.0,2.0,37.6,2.0,,,1970,2.7,совмещенный,
3-комнатная квартира,26000000.0,4.0,70.0,4.0,,панельный,1974,2.6,раздельный,полностью меблирована
3-комнатная квартира,23400000.0,4.0,91.77,9.0,,,2017,,совмещенный,пустая
1-комнатная квартира,11600000.0,4.0,31.3,10.0,,,2017,,совмещенный,
2-комнатная квартира,22000000.0,3.0,69.4,10.0,,,2017,,совмещенный,пустая
1-комнатная квартира,14400000.0,6.0,47.03,9.0,,,2017,,совмещенный,пустая
3-комнатная квартира,20200000.0,2.0,66.0,2.0,,,,3.0,раздельный,полностью меблирована
1-комнатная квартира,15000000.0,4.0,39.0,5.0,,,2017,,совмещенный,полностью меблирована
2-комнатная квартира,11500000.0,2.0,41.0,2.0,,,,2.4,,
2-комнатная квартира,21500000.0,2.0,64.0,5.0,,,2017,,раздельный,частично меблирована
3-комнатная квартира,33500000.0,7.0,85.0,9.0,,,2016,,раздельный,полностью меблирована
1-комнатная квартира,17400000.0,2.0,40.0,5.0,,,2017,,совмещенный,частично меблирована
2-комнатная квартира,25500000.0,3.0,63.4,5.0,,,2018,2.7,раздельный,полностью меблирована
1-комнатная квартира,18000000.0,4.0,45.0,9.0,,,2016,2.73,совмещенный,пустая
2-комнатная квартира,25000000.0,3.0,50.0,5.0,,монолитный,2015,,,
1-комнатная квартира,15500000.0,4.0,39.0,5.0,,монолитный,2017,2.8,совмещенный,частично меблирована
1-комнатная квартира,4900000.0,2.0,16.0,2.0,,,1995,,,частично меблирована
2-комнатная квартира,17000000.0,4.0,47.0,4.0,,,1974,2.8,раздельный,полностью меблирована
1-комнатная квартира,6200000.0,2.0,22.0,2.0,,,,3.0,раздельный,частично меблирована
2-комнатная квартира,23000000.0,2.0,45.0,4.0,,,1974,2.5,раздельный,полностью меблирована
2-комнатная квартира,22400000.0,5.0,60.0,6.0,,,2007,,раздельный,
3-комнатная квартира,26700000.0,6.0,77.0,9.0,,монолитный,2016,,раздельный,частично меблирована
1-комнатная квартира,19000000.0,2.0,48.8,3.0,Nomad City,кирпичный,2020,2.9,совмещенный,
2-комнатная квартира,10000000.0,3.0,35.0,3.0,,,1981,2.8,совмещенный,частично меблирована
3-комнатная квартира,34500000.0,6.0,70.0,9.0,,,2020,,раздельный,
2-комнатная квартира,22000000.0,3.0,65.0,6.0,,,2008,3.0,раздельный,полностью меблирована
1-комнатная квартира,15000000.0,2.0,35.8,3.0,,,1986,3.0,совмещенный,частично меблирована
2-комнатная квартира,17000000.0,4.0,54.8,5.0,,,1987,2.8,раздельный,
1-комнатная квартира,5200000.0,2.0,22.2,2.0,,,1970,2.5,,пустая
2-комнатная квартира,26500000.0,4.0,60.0,9.0,PARASAT,монолитный,2020,,раздельный,полностью меблирована
2-комнатная квартира,23000000.0,2.0,55.0,5.0,,,1994,,раздельный,частично меблирована
2-комнатная квартира,20000000.0,2.0,52.0,3.0,,,1979,2.8,раздельный,пустая
3-комнатная квартира,27000000.0,1.0,145.0,1.0,,,2000,2.8,раздельный,пустая
3-комнатная квартира,21500000.0,2.0,64.4,2.0,,,1974,2.75,совмещенный,частично меблирована
2-комнатная квартира,16800000.0,1.0,38.0,2.0,,,1962,2.9,совмещенный,полностью меблирована
3-комнатная квартира,21000000.0,3.0,58.0,3.0,,,1968,3.0,совмещенный,частично меблирована
3-комнатная квартира,33000000.0,5.0,96.3,5.0,,,1993,,раздельный,частично меблирована
2-комнатная квартира,23580000.0,6.0,65.5,9.0,,,2016,2.75,раздельный,
2-комнатная квартира,18000000.0,4.0,51.5,5.0,,,1988,2.7,раздельный,частично меблирована
2-комнатная квартира,20500000.0,3.0,49.9,3.0,,,1978,2.7,раздельный,
4-комнатная квартира,30000000.0,5.0,75.2,5.0,,,1991,2.8,2 с/у и более,
3-комнатная квартира,24500000.0,3.0,56.8,3.0,,кирпичный,1966,2.7,совмещенный,
2-комнатная квартира,21800000.0,4.0,50.7,4.0,,,1980,2.8,2 с/у и более,полностью меблирована
2-комнатная квартира,22000000.0,3.0,54.0,5.0,,,1988,3.5,раздельный,частично меблирована
2-комнатная квартира,21500000.0,1.0,48.0,9.0,,,1998,,,полностью меблирована
2-комнатная квартира,15500000.0,1.0,41.2,2.0,,,1970,2.7,раздельный,
3-комнатная квартира,44500000.0,5.0,95.0,12.0,Радужный берег,монолитный,2016,,2 с/у и более,частично меблирована
1-комнатная квартира,6000000.0,3.0,12.0,3.0,,,,,раздельный,частично меблирована
3-комнатная квартира,27000000.0,10.0,65.0,12.0,Радужный берег,монолитный,2014,,совмещенный,частично меблирована
2-комнатная квартира,12000000.0,3.0,45.0,3.0,,,2019,2.75,совмещенный,полностью меблирована
2-комнатная квартира,21000000.0,4.0,51.0,4.0,,,1986,,раздельный,пустая
1-комнатная квартира,15000000.0,4.0,41.0,5.0,,,2016,2.8,совмещенный,
2-комнатная квартира,23500000.0,2.0,45.0,4.0,,,,2.5,раздельный,полностью меблирована
2-комнатная квартира,27000000.0,3.0,55.7,9.0,,монолитный,2021,2.7,раздельный,полностью меблирована
4-комнатная квартира,40000000.0,5.0,86.0,5.0,,,1993,2.8,2 с/у и более,полностью меблирована
1-комнатная квартира,15400000.0,1.0,35.0,5.0,,,1990,2.5,совмещенный,частично меблирована
3-комнатная квартира,19300000.0,2.0,52.0,2.0,,,,2.5,раздельный,полностью меблирована
3-комнатная квартира,35000000.0,1.0,85.5,5.0,,монолитный,2018,2.75,раздельный,частично меблирована
2-комнатная квартира,16000000.0,2.0,41.6,2.0,,,1957,,совмещенный,
2-комнатная квартира,12000000.0,2.0,40.0,2.0,,,,,совмещенный,
2-комнатная квартира,18500000.0,3.0,46.0,3.0,,,1967,2.5,совмещенный,частично меблирована
2-комнатная квартира,15000000.0,5.0,43.0,5.0,,,1989,2.8,раздельный,пустая
3-комнатная квартира,21000000.0,1.0,63.0,4.0,,,1976,2.8,раздельный,пустая
1-комнатная квартира,5500000.0,2.0,18.5,2.0,,,1964,3.0,раздельный,пустая
3-комнатная квартира,21000000.0,5.0,64.7,5.0,,,1990,2.8,раздельный,пустая
2-комнатная квартира,16800000.0,1.0,44.0,2.0,,,1965,3.2,совмещенный,частично меблирована
1-комнатная квартира,16500000.0,1.0,44.0,9.0,,,2016,,совмещенный,пустая
1-комнатная квартира,16500000.0,2.0,40.0,5.0,,,2017,,совмещенный,полностью меблирована
2-комнатная квартира,25000000.0,2.0,52.2,5.0,,,1997,2.7,раздельный,
1-комнатная квартира,17000000.0,3.0,40.0,9.0,,,2016,,совмещенный,полностью меблирована
2-комнатная квартира,22000000.0,1.0,50.0,9.0,,,1989,3.0,раздельный,полностью меблирована
2-комнатная квартира,32000000.0,3.0,72.2,3.0,Nomad City,монолитный,2020,3.0,совмещенный,
4-комнатная квартира,28000000.0,1.0,85.0,5.0,,,1991,2.8,раздельный,частично меблирована
4-комнатная квартира,30000000.0,3.0,100.0,3.0,,,1979,3.0,раздельный,частично меблирована
2-комнатная квартира,16500000.0,3.0,44.9,4.0,,,1978,,раздельный,
2-комнатная квартира,19000000.0,5.0,54.1,5.0,,,1989,,раздельный,полностью меблирована
2-комнатная квартира,15500000.0,3.0,52.0,3.0,,,1984,,раздельный,
2-комнатная квартира,21000000.0,2.0,64.0,5.0,,,2017,,совмещенный,частично меблирована
2-комнатная квартира,15500000.0,5.0,44.3,5.0,,панельный,1984,2.8,раздельный,пустая
2-комнатная квартира,13500000.0,1.0,36.4,2.0,,,2016,3.0,совмещенный,частично меблирована
1-комнатная квартира,15000000.0,2.0,33.5,4.0,,,1978,2.7,совмещенный,полностью меблирована
2-комнатная квартира,23900000.0,5.0,69.5,7.0,,,2007,2.78,раздельный,частично меблирована
3-комнатная квартира,25000000.0,5.0,68.0,5.0,,,1986,2.7,раздельный,полностью меблирована
2-комнатная квартира,26500000.0,4.0,64.0,9.0,,,2016,,2 с/у и более,
3-комнатная квартира,20000000.0,1.0,60.0,3.0,,,1965,,раздельный,
1-комнатная квартира,17600000.0,2.0,34.1,5.0,,,1987,2.6,совмещенный,полностью меблирована
2-комнатная квартира,25800000.0,7.0,64.2,9.0,,монолитный,2016,2.8,раздельный,
2-комнатная квартира,16000000.0,4.0,42.0,4.0,,,1975,2.5,раздельный,полностью меблирована
1-комнатная квартира,15000000.0,2.0,32.0,3.0,,,1968,2.8,совмещенный,частично меблирована
2-комнатная квартира,18000000.0,1.0,48.0,4.0,,,1979,2.7,раздельный,частично меблирована
2-комнатная квартира,13500000.0,2.0,47.0,2.0,,,,2.6,совмещенный,частично меблирована
3-комнатная квартира,25899999.0,9.0,96.0,10.0,,,2017,,раздельный,частично меблирована
2-комнатная квартира,23900000.0,5.0,69.5,9.0,,,2007,2.8,раздельный,частично меблирована
4-комнатная квартира,28000000.0,3.0,82.0,5.0,,,1990,2.5,раздельный,частично меблирована
2-комнатная квартира,28600000.0,3.0,70.0,3.0,Nomad City,кирпичный,2019,2.9,раздельный,частично меблирована
4-комнатная квартира,40000000.0,2.0,113.0,2.0,,,1987,3.0,2 с/у и более,частично меблирована
2-комнатная квартира,15500000.0,5.0,44.0,5.0,,,1989,2.7,раздельный,частично меблирована
1-комнатная квартира,10500000.0,6.0,28.3,10.0,Теремки,монолитный,2021,,совмещенный,
3-комнатная квартира,20000000.0,2.0,65.0,2.0,,,1976,2.8,раздельный,
1-комнатная квартира,14700000.0,4.0,35.0,5.0,,,1986,2.7,совмещенный,частично меблирована
2-комнатная квартира,25000000.0,7.0,63.0,9.0,,,2006,2.8,раздельный,частично меблирована
2-комнатная квартира,24000000.0,1.0,65.0,5.0,,,2007,2.8,раздельный,частично меблирована
2-комнатная квартира,21000000.0,3.0,66.0,5.0,,,2017,2.8,совмещенный,частично меблирована
2-комнатная квартира,17200000.0,2.0,50.3,5.0,,,1984,2.7,раздельный,частично меблирована
2-комнатная квартира,15300000.0,1.0,45.0,2.0,,,1970,2.4,раздельный,частично меблирована
1-комнатная квартира,16700000.0,5.0,40.0,9.0,,,,,,
3-комнатная квартира,24000000.0,3.0,57.3,3.0,,,1966,2.7,раздельный,полностью меблирована
1-комнатная квартира,17000000.0,4.0,37.0,5.0,,,2016,,совмещенный,полностью меблирована
1-комнатная квартира,14000000.0,7.0,44.05,10.0,Теремки,монолитный,2021,2.7,раздельный,пустая
2-комнатная квартира,14000000.0,2.0,52.0,2.0,,,1975,2.8,раздельный,
2-комнатная квартира,23000000.0,3.0,65.0,5.0,,,2017,,раздельный,
2-комнатная квартира,9000000.0,2.0,41.0,2.0,,,,,раздельный,
2-комнатная квартира,15000000.0,2.0,47.5,2.0,,,,,совмещенный,частично меблирована
2-комнатная квартира,21000000.0,3.0,63.0,5.0,,,2017,,совмещенный,частично меблирована
3-комнатная квартира,25000000.0,2.0,65.0,2.0,,,1960,3.0,раздельный,частично меблирована
2-комнатная квартира,6000000.0,1.0,29.0,3.0,,,1963,,,
2-комнатная квартира,25000000.0,3.0,65.0,5.0,,,2017,,раздельный,частично меблирована
2-комнатная квартира,21500000.0,4.0,66.0,5.0,,,2017,,раздельный,
2-комнатная квартира,13500000.0,4.0,48.5,4.0,,,1974,,раздельный,частично меблирована
2-комнатная квартира,23999999.0,7.0,68.8,9.0,,монолитный,2008,2.7,раздельный,частично меблирована
3-комнатная квартира,20500000.0,5.0,63.0,5.0,,,1990,,раздельный,частично меблирована
2-комнатная квартира,22000000.0,2.0,63.0,5.0,,,2017,,раздельный,частично меблирована
2-комнатная квартира,19000000.0,2.0,51.0,3.0,,,1987,,раздельный,пустая
2-комнатная квартира,20500000.0,4.0,64.0,5.0,,,2017,2.8,раздельный,пустая
2-комнатная квартира,20500000.0,7.0,71.27,10.0,,,2017,2.8,,пустая
3-комнатная квартира,23000000.0,5.0,91.77,10.0,,,2017,2.8,2 с/у и более,пустая
2-комнатная квартира,19500000.0,7.0,65.57,10.0,,,2017,2.8,совмещенный,пустая
2-комнатная квартира,16500000.0,2.0,55.0,5.0,,,1987,2.8,раздельный,
2-комнатная квартира,22000000.0,3.0,65.0,5.0,,,2017,,раздельный,частично меблирована
2-комнатная квартира,23000000.0,2.0,65.0,5.0,,,2017,3.0,раздельный,
2-комнатная квартира,25000000.0,5.0,65.0,5.0,,,2017,,раздельный,частично меблирована
1-комнатная квартира,13500000.0,3.0,33.0,5.0,,,1989,2.8,совмещенный,
1-комнатная квартира,12800000.0,3.0,31.0,4.0,,,,2.8,совмещенный,
3-комнатная квартира,22000000.0,1.0,60.0,4.0,,,1968,2.7,совмещенный,
1-комнатная квартира,15000000.0,4.0,41.5,5.0,,панельный,2012,2.5,совмещенный,
1-комнатная квартира,16200000.0,1.0,40.0,8.0,,,2010,2.7,совмещенный,полностью меблирована
3-комнатная квартира,22500000.0,2.0,67.6,3.0,,,1983,2.8,раздельный,частично меблирована
2-комнатная квартира,15000000.0,1.0,46.0,4.0,,,1974,,раздельный,
2-комнатная квартира,10600000.0,1.0,47.0,2.0,,,,,совмещенный,
1-комнатная квартира,14500000.0,8.0,48.0,9.0,,,1970,,совмещенный,частично меблирована
1-комнатная квартира,14700000.0,1.0,40.0,5.0,,,2017,,совмещенный,частично меблирована
2-комнатная квартира,19800000.0,1.0,54.0,3.0,,,1984,,раздельный,
3-комнатная квартира,26700000.0,6.0,77.0,9.0,,,2016,,раздельный,частично меблирована
2-комнатная квартира,15500000.0,1.0,49.0,2.0,,,1960,3.0,совмещенный,частично меблирована
3-комнатная квартира,20500000.0,1.0,64.0,5.0,,,1996,,раздельный,
2-комнатная квартира,17500000.0,1.0,45.0,4.0,,,1970,2.8,совмещенный,частично меблирована
2-комнатная квартира,17500000.0,1.0,54.0,3.0,,,1984,,раздельный,
2-комнатная квартира,20000000.0,1.0,48.0,9.0,,,1988,,раздельный,частично меблирована
3-комнатная квартира,14500000.0,1.0,65.0,1.0,,,,3.0,раздельный,частично меблирована
2-комнатная квартира,22000000.0,1.0,63.0,5.0,,,2017,,раздельный,
