index,number_of_rooms,Floor,area,Total_Floor,residential_complex,house_type,year_of_building,Ceiling,bathroom_unit,furniture
1284,4-комнатная квартира,1.0,67.2,4.0,MISSING,MISSING,1974.0,-999.0,совмещенный,частично меблирована
4164,3-комнатная квартира,10.0,134.0,10.0,Центральный,монолитный,2019.0,-999.0,2 с/у и более,полностью меблирована
864,1-комнатная квартира,1.0,40.0,9.0,MISSING,MISSING,1991.0,-999.0,совмещенный,MISSING
74,3-комнатная квартира,12.0,140.0,13.0,Панорама,монолитный,2016.0,2.8,раздельный,пустая
1807,2-комнатная квартира,3.0,55.3,4.0,MISSING,MISSING,1960.0,3.2,раздельный,частично меблирована
5030,1-комнатная квартира,3.0,39.0,5.0,MISSING,MISSING,1978.0,-999.0,совмещенный,MISSING
881,2-комнатная квартира,4.0,43.0,5.0,MISSING,MISSING,1978.0,-999.0,совмещенный,частично меблирована
1277,1-комнатная квартира,5.0,34.1,5.0,MISSING,MISSING,1986.0,2.8,совмещенный,полностью меблирована
3266,2-комнатная квартира,4.0,49.0,5.0,MISSING,MISSING,1988.0,-999.0,совмещенный,MISSING
2279,3-комнатная квартира,4.0,58.3,4.0,MISSING,MISSING,1967.0,2.6,совмещенный,полностью меблирована
2084,3-комнатная квартира,9.0,75.0,18.0,Алтын Булак 2,монолитный,2011.0,2.7,раздельный,полностью меблирована
1291,2-комнатная квартира,5.0,42.5,5.0,MISSING,MISSING,1973.0,2.5,совмещенный,частично меблирована
4497,1-комнатная квартира,3.0,36.5,5.0,MISSING,MISSING,1964.0,2.5,совмещенный,полностью меблирована
4447,1-комнатная квартира,3.0,39.0,5.0,MISSING,MISSING,1978.0,-999.0,MISSING,MISSING
1006,3-комнатная квартира,4.0,59.0,4.0,MISSING,MISSING,1970.0,-999.0,совмещенный,частично меблирована
5141,4-комнатная квартира,10.0,130.0,11.0,Керемет,монолитный,2008.0,2.7,2 с/у и более,полностью меблирована
5413,1-комнатная квартира,2.0,33.0,4.0,MISSING,MISSING,1970.0,2.7,совмещенный,частично меблирована
3444,1-комнатная квартира,14.0,50.0,20.0,Манхеттан (29 квартал),монолитный,2012.0,2.8,совмещенный,MISSING
588,3-комнатная квартира,4.0,68.0,9.0,MISSING,MISSING,1993.0,-999.0,раздельный,MISSING
