index,number_of_rooms,Floor,area,Total_Floor,residential_complex,house_type,year_of_building,Ceiling,bathroom_unit,furniture
1615,1-комнатная квартира,6.0,44.0,9.0,MISSING,MISSING,2014.0,2.7,совмещенный,полностью меблирована
1748,2-комнатная квартира,7.0,51.0,9.0,Аккент,монолитный,2021.0,2.6,совмещенный,пустая
1790,1-комнатная квартира,4.0,48.2,5.0,MISSING,MISSING,-999.0,2.7,совмещенный,полностью меблирована
1260,2-комнатная квартира,8.0,46.6,10.0,Elif Towers,MISSING,2019.0,2.7,совмещенный,частично меблирована
971,1-комнатная квартира,4.0,47.0,4.0,MISSING,монолитный,2014.0,2.7,совмещенный,частично меблирована
1477,2-комнатная квартира,3.0,62.0,5.0,MISSING,монолитный,2016.0,2.9,MISSING,частично меблирована
391,2-комнатная квартира,7.0,66.0,9.0,MISSING,монолитный,2012.0,-999.0,раздельный,MISSING
1741,1-комнатная квартира,11.0,35.0,14.0,Алмалы,монолитный,2017.0,-999.0,совмещенный,частично меблирована
208,1-комнатная квартира,3.0,47.0,10.0,MISSING,MISSING,2017.0,-999.0,MISSING,MISSING
1428,3-комнатная квартира,9.0,96.0,9.0,MISSING,MISSING,2013.0,2.7,раздельный,частично меблирована
1432,1-комнатная квартира,9.0,41.0,9.0,MISSING,монолитный,2017.0,2.6,совмещенный,MISSING
1526,3-комнатная квартира,8.0,70.0,12.0,Alatau City,монолитный,2018.0,2.75,раздельный,MISSING
1414,2-комнатная квартира,9.0,60.0,12.0,Алмалы,монолитный,2017.0,2.8,2 с/у и более,MISSING
2038,1-комнатная квартира,1.0,41.0,9.0,MISSING,MISSING,2017.0,-999.0,MISSING,MISSING
575,2-комнатная квартира,10.0,55.0,12.0,MISSING,MISSING,2016.0,-999.0,совмещенный,MISSING
474,2-комнатная квартира,3.0,63.0,9.0,MISSING,MISSING,-999.0,2.8,2 с/у и более,полностью меблирована
1123,1-комнатная квартира,5.0,49.0,9.0,MISSING,монолитный,2018.0,-999.0,совмещенный,полностью меблирована
677,1-комнатная квартира,1.0,40.0,9.0,MISSING,MISSING,2018.0,-999.0,совмещенный,полностью меблирована
371,1-комнатная квартира,2.0,38.9,9.0,MISSING,MISSING,2015.0,-999.0,MISSING,MISSING
447,2-комнатная квартира,7.0,65.2,16.0,MISSING,монолитный,2015.0,2.8,совмещенный,частично меблирована
367,1-комнатная квартира,6.0,37.0,12.0,Алмалы,монолитный,2017.0,2.7,совмещенный,частично меблирована
