index,number_of_rooms,Floor,area,Total_Floor,residential_complex,house_type,year_of_building,Ceiling,bathroom_unit,furniture
884,2-комнатная квартира,2.0,44.5,2.0,MISSING,MISSING,-999.0,2.5,раздельный,частично меблирована
78,1-комнатная квартира,5.0,48.0,10.0,Максима на Райымбека,монолитный,2007.0,2.7,совмещенный,частично меблирована
190,2-комнатная квартира,5.0,64.0,6.0,MISSING,MISSING,2019.0,-999.0,MISSING,MISSING
562,1-комнатная квартира,5.0,40.0,5.0,MISSING,MISSING,1987.0,-999.0,раздельный,полностью меблирована
1167,2-комнатная квартира,3.0,49.0,5.0,MISSING,MISSING,1984.0,-999.0,раздельный,частично меблирована
988,3-комнатная квартира,5.0,64.0,5.0,MISSING,MISSING,1985.0,-999.0,раздельный,MISSING
417,3-комнатная квартира,1.0,78.0,9.0,Максима на Райымбека,монолитный,2006.0,2.7,раздельный,частично меблирована
587,1-комнатная квартира,5.0,33.3,5.0,MISSING,MISSING,1985.0,-999.0,совмещенный,полностью меблирована
1271,1-комнатная квартира,3.0,40.0,5.0,MISSING,MISSING,1986.0,2.8,раздельный,частично меблирована
617,1-комнатная квартира,4.0,40.0,6.0,MISSING,MISSING,2008.0,-999.0,совмещенный,частично меблирована
791,2-комнатная квартира,1.0,57.6,9.0,MISSING,MISSING,2008.0,2.7,раздельный,MISSING
1102,3-комнатная квартира,1.0,60.0,1.0,MISSING,MISSING,1955.0,2.7,совмещенный,полностью меблирована
523,1-комнатная квартира,2.0,16.0,4.0,MISSING,MISSING,-999.0,2.5,совмещенный,частично меблирована
237,2-комнатная квартира,6.0,64.5,6.0,MISSING,MISSING,2008.0,-999.0,раздельный,MISSING
1452,1-комнатная квартира,3.0,35.0,7.0,MISSING,MISSING,2009.0,-999.0,совмещенный,частично меблирована
1411,3-комнатная квартира,3.0,87.2,6.0,Айна,монолитный,2019.0,2.8,MISSING,MISSING
198,2-комнатная квартира,5.0,42.0,5.0,MISSING,MISSING,1990.0,3.0,раздельный,пустая
863,3-комнатная квартира,3.0,72.0,5.0,MISSING,MISSING,1983.0,-999.0,раздельный,MISSING
638,2-комнатная квартира,9.0,56.2,10.0,MISSING,MISSING,2007.0,-999.0,раздельный,MISSING
703,1-комнатная квартира,4.0,37.0,5.0,MISSING,MISSING,1988.0,2.7,совмещенный,частично меблирована
107,3-комнатная квартира,2.0,74.0,3.0,MISSING,MISSING,1987.0,-999.0,раздельный,частично меблирована
145,4-комнатная квартира,2.0,76.2,5.0,MISSING,MISSING,1989.0,3.0,раздельный,MISSING
1388,1-комнатная квартира,2.0,35.0,5.0,MISSING,MISSING,1987.0,-999.0,совмещенный,MISSING
847,3-комнатная квартира,5.0,65.0,5.0,MISSING,MISSING,1980.0,-999.0,раздельный,полностью меблирована
594,2-комнатная квартира,5.0,62.0,6.0,MISSING,MISSING,2007.0,2.8,раздельный,частично меблирована
1229,2-комнатная квартира,1.0,48.0,2.0,MISSING,MISSING,-999.0,2.0,совмещенный,частично меблирована
31,1-комнатная квартира,2.0,33.0,5.0,MISSING,MISSING,1989.0,-999.0,совмещенный,полностью меблирована
1573,3-комнатная квартира,1.0,80.0,9.0,Максима на Райымбека,монолитный,2007.0,2.7,раздельный,частично меблирована
572,2-комнатная квартира,2.0,56.0,5.0,MISSING,MISSING,1988.0,2.7,раздельный,полностью меблирована
1693,2-комнатная квартира,5.0,62.0,6.0,Кокжиек,монолитный,2009.0,3.0,раздельный,полностью меблирована
1094,1-комнатная квартира,6.0,33.0,6.0,MISSING,MISSING,-999.0,2.9,совмещенный,полностью меблирована
1586,2-комнатная квартира,6.0,62.3,6.0,Айна,монолитный,2018.0,-999.0,MISSING,MISSING
1584,2-комнатная квартира,4.0,36.0,4.0,MISSING,MISSING,1972.0,-999.0,MISSING,MISSING
1260,2-комнатная квартира,4.0,37.0,4.0,MISSING,MISSING,1972.0,-999.0,совмещенный,частично меблирована
1623,1-комнатная квартира,3.0,40.0,6.0,MISSING,MISSING,2010.0,2.7,раздельный,частично меблирована
930,1-комнатная квартира,1.0,30.0,3.0,MISSING,кирпичный,1986.0,2.8,раздельный,частично меблирована
672,2-комнатная квартира,3.0,50.0,5.0,MISSING,MISSING,1987.0,-999.0,раздельный,частично меблирована
1100,3-комнатная квартира,7.0,92.0,9.0,MISSING,MISSING,2006.0,3.0,раздельный,полностью меблирована
652,1-комнатная квартира,4.0,42.0,5.0,MISSING,панельный,1986.0,3.0,раздельный,MISSING
333,2-комнатная квартира,5.0,54.8,5.0,MISSING,MISSING,1982.0,2.8,раздельный,полностью меблирована
915,2-комнатная квартира,1.0,64.2,6.0,MISSING,MISSING,2007.0,-999.0,раздельный,полностью меблирована
581,2-комнатная квартира,7.0,63.5,9.0,Айнабулак,монолитный,2018.0,2.7,совмещенный,полностью меблирована
536,1-комнатная квартира,1.0,42.0,5.0,MISSING,MISSING,1985.0,-999.0,совмещенный,MISSING
1008,1-комнатная квартира,2.0,27.0,2.0,MISSING,MISSING,1945.0,-999.0,MISSING,полностью меблирована
886,2-комнатная квартира,8.0,69.0,9.0,MISSING,монолитный,2006.0,3.0,раздельный,полностью меблирована
535,2-комнатная квартира,1.0,66.0,6.0,MISSING,MISSING,2008.0,2.7,раздельный,полностью меблирована
633,2-комнатная квартира,5.0,55.0,5.0,MISSING,MISSING,1990.0,-999.0,совмещенный,полностью меблирована
1655,1-комнатная квартира,3.0,33.0,5.0,MISSING,MISSING,1985.0,-999.0,совмещенный,MISSING
1604,2-комнатная квартира,2.0,38.0,3.0,MISSING,MISSING,1978.0,-999.0,совмещенный,MISSING
1509,1-комнатная квартира,1.0,44.0,5.0,MISSING,MISSING,2013.0,-999.0,MISSING,MISSING
1231,2-комнатная квартира,5.0,60.0,5.0,MISSING,MISSING,1987.0,-999.0,MISSING,MISSING
409,3-комнатная квартира,2.0,70.0,5.0,MISSING,MISSING,1986.0,-999.0,раздельный,MISSING
534,1-комнатная квартира,5.0,31.9,5.0,MISSING,MISSING,1987.0,2.8,совмещенный,частично меблирована
498,4-комнатная квартира,5.0,100.0,5.0,MISSING,MISSING,1991.0,2.8,раздельный,полностью меблирована
